generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,generated_question_en,generated_answer_en,source,seed_question,style_call_number,timestamp
si_v3_paraph_69b4f872_49,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What are the root diseases in peas and how can they be managed?,"Root diseases in peas are serious issues that cause yield loss and plant death. These diseases are mainly caused by fungi like Fusarium oxysporum and Rhizoctonia solani. Symptoms include yellowing leaves, stunted growth, and wilting. Roots may appear dark and rotten. To manage these diseases: rotate crops with non-leguminous plants for 3-4 years. Choose well-drained fields. Improve drainage with raised beds. Use clean seeds and treat them before planting. Plow deeply in summer. Keep plants spaced properly. Remove infected plants. Avoid overwatering. Use drip irrigation. Add organic matter. Adjust planting time. Treat seeds with Pseudomonas fluorescens.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:18.769047
si_v3_paraph_69b4f872_50,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"Mera khet me kheer ke bimari hoti hai, kya kya dawai laga sakte hai?","Kheer ke bimari me Fusarium oxysporum aur Rhizoctonia solani jaise khamir badhte hai. Iske lakshan include hain: neeche wale paon ke pata sariya, chhoti nazar aati hai, phir jhuk jata hai. Akhir me akal ki uth jati hai. Iske liye 3-4 saal tak kheer ke khete nahi kheen. Bhari khet chhod do, jisme paani nahi raha ho. Bemari ke seed ko 15 g Pseudomonas fluorescens ke sath lelo. Jyada pani nahi do, chakkar me kheen.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:20.647873
si_v3_paraph_69b4f872_51,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What root diseases affect peas?,"Root diseases in peas include root rot caused by Fusarium oxysporum and Rhizoctonia solani. Symptoms are yellowing leaves, stunted growth, and dark, rotted roots. Management includes crop rotation, good drainage, and seed treatment with Pseudomonas fluorescens.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:21.658167
si_v3_paraph_69b4f872_53,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What are the specific symptoms of Fusarium root rot in peas?,"In cases of Fusarium root rot, a reddish-brown discoloration of the vascular tissue extending into the stem base is observed.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:23.019400
si_v3_paraph_69b4f872_54,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Does Fusarium oxysporum cause root rot in peas?,Yes. Fusarium oxysporum is one of the pathogens causing root rot in peas.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:23.892489
si_v3_paraph_69b4f872_55,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can root diseases in peas be prevented?,Root diseases in peas can be prevented by rotating crops with non-leguminous plants for 3-4 years. Choose well-drained fields and avoid heavy clay soils. Improve drainage with raised beds. Use certified seeds and treat them with Pseudomonas fluorescens. Practice deep plowing in summer. Keep plants spaced properly. Remove infected plants. Avoid flood irrigation. Add organic matter. Sow at the right time to avoid high moisture and temperature.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:25.232824
si_v3_paraph_69b4f872_56,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How do symptoms of Fusarium and Rhizoctonia root rot in peas differ?,"Fusarium root rot causes reddish-brown discoloration of the vascular tissue extending into the stem base. Rhizoctonia solani causes darkened, water-soaked roots that turn brown to black with root decay and rot.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:26.231209
si_v3_paraph_69b4f872_57,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Why do pea roots become dark and rotten?,"Pea roots become dark and rotten because of root diseases caused by soil-borne fungi like Fusarium oxysporum and Rhizoctonia solani. These fungi attack the roots, causing them to turn brown or black. The roots may also rot, shrink, and lose their healthy white tips. This happens in wet, poorly drained soils, especially when the temperature is between 15-28°C. The plants then struggle to take up water and nutrients, leading to stunted growth and death.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:27.475877
si_v3_paraph_69b4f872_58,paraphrase_quantity_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How much Pseudomonas fluorescens should be used per kg of pea seed?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:28.482937
si_v3_paraph_69b4f872_59,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,When should I treat pea seeds to manage root diseases?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:29.400842
si_v3_paraph_69b4f872_60,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Kya peas ki akali me koi bimari hoti hai? Uska ilaj kya hai?,"Peas ki akali me root rot bimari hoti hai, jo Fusarium oxysporum aur Rhizoctonia solani ke karan hoti hai. Is bimari ke lakshan include chhoti peepal ki najuk, paani nahi le sakte, aur akali kala ho jati hai. Ilaj ke liye 15 g Pseudomonas fluorescens ke talc based formulation ka upyog 1 kg seed ke saath kare. Akali ko kharap nahi kare, 3-4 saal tak kisi bhi doosre phal ke saath chakkar lagaye.",,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,5,2026-04-10T09:20:31.161779
si_v3_paraph_69b4f872_61,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the recommended seed treatment method to manage root diseases in peas?,The seed should be treated with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,6,2026-04-10T09:20:32.054583
si_v3_paraph_69b4f872_62,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"Mera khet mee peas ke root bimari hui hai, kya kaise rok sakte hai aur seed ko kaise dawa kare?",Peas ke root bimari ke liye seed ko 15 g Pseudomonas fluorescens talc based formulation per kg seed ka upyog kare. Iska upyog seed ko dawa karne ke liye kare. Seed ko dawa karne ke baad sowing kare. Yeh bimari ko rokne me madad karega.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,6,2026-04-10T09:20:33.344110
si_v3_paraph_69b4f872_63,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How to treat pea seeds before sowing?,Treat seeds with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,6,2026-04-10T09:20:34.272383
si_v3_paraph_69b4f872_65,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How should the seed be treated before sowing to manage root diseases?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,,,qwen3_direct,What are the typical root diseases affecting peas and what are the effective management strategies?,6,2026-04-10T09:20:35.841731
si_v3_paraph_69ab9f3b_1,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the recommended composition of NPK 20:20:13 and magnesium sulphate for foliar application in maize crops, and what are the guidelines for their application?","The fertilizer 20:20:13 is not available. It is likely that the farmer is referring to NP(S) 20-20-13, which supplies nitrogen, phosphorus, and sulphur. This fertilizer should be applied to the soil, not as a foliar spray. The recommended dosage of NP(S) 20-20-13 should be based on the crop and soil requirements, as per the state-specific general recommendations. It should be applied during sowing through broadcasting. Foliar spray of NP(S) 20-20-13 is not recommended. Magnesium sulphate should be applied as a foliar spray at 1% concentration (10 g in 1 liter of water) only when sulphur deficiency symptoms are observed. Farmers are advised to conduct soil tests before applying fertilizers and to follow the prescribed methods and quantities. Indiscriminate use of fertilizers as foliar sprays without deficiency symptoms may lead to phytotoxic effects and reduced efficiency.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:37.806030
si_v3_paraph_69ab9f3b_2,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Khet me makka ke liye NPK 20:20:13 aur magnesium sulphate ka kya spray karna chahiye?,"20:20:13 ke koi fertiliser nahi hai. Shaayad aap 20:20:0:13 fertiliser ko samajh rahe hai. Is fertiliser me 20% N, 20% P, 13% S hota hai. Isko 100 kg per acre dene se khet me 20 kg N, 20 kg P, 13 kg S milega. Isme K nahi hota. NP(S) 20-20-13 ko zameen me dene ka upyog karna chahiye. Isko bheej ke dene ke samay khet me seed ki sath dene se better results milega. Iska upyog khabar me nahi hai. Aap isko foliar spray ke liye nahi dene chahiye. Agar khet me sulphur ki kami ho to aap magnesium sulphate 1% (10 gram 1 litre pani me) dale. Aap pahle zameen ki testing kara ke fertiliser ka quantity pata kare. Aap fertiliser ko sahi tarah se aur sahi quantity me dale. Agar aap zameen se dene wale fertiliser ko foliar spray me dale to khet par phytotoxic effects ho sakte hain. Aap zameen ki testing kara ke samay kya fertiliser dene ki jaroorat hai, ye pata kare.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:40.396706
si_v3_paraph_69ab9f3b_3,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray dosage for NPK 20:20:13 and magnesium sulphate for maize?,The fertilizer 20:20:13 is not recommended for foliar spray. Magnesium sulphate should be applied at 1% (10 gm in 1 liter water) if sulphur deficiency occurs. Always follow soil test recommendations for correct application.,,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:41.526884
si_v3_paraph_69ab9f3b_4,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and poor growth — what should I do?,"The crop may be lacking essential nutrients. Apply NP(S) 20-20-13 fertilizer at 100kg per acre during sowing through broadcasting. If sulphur deficiency is observed, use magnesium sulphate at 1% (10 gm in 1 liter water). Always follow soil test recommendations for accurate application.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:42.643422
si_v3_paraph_69ab9f3b_5,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How much magnesium sulphate should be used for foliar spray in case of sulphur deficiency in maize?,Magnesium sulphate fertilizer is suggested @ 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed on the crop.,,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:43.658528
si_v3_paraph_69ab9f3b_6,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 fertilizer be used as a foliar spray for maize?,"No. It is strictly advised to be applied as soil application, and farmers are recommended not to use this fertilizer for foliar spray.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:44.603864
si_v3_paraph_69ab9f3b_7,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can farmers prevent nutrient deficiencies in maize crops through proper fertilizer application?,"Farmers can prevent nutrient deficiencies in maize crops by applying NP(S) 20-20-13 fertilizer as per the crop and soil requirements, during sowing through broadcasting. It should be applied in the prescribed method and recommended quantity. Farmers are advised to conduct a soil test and apply fertilizers based on the results. It is also advised to apply fertilizers only when necessary and avoid indiscriminate use. Magnesium sulphate can be used as a foliar spray at 1% (10 gm in 1 liter water) if sulphur deficiency symptoms are observed.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:46.012083
si_v3_paraph_69ab9f3b_8,paraphrase_comparison,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the difference between using NPK 20:20:13 and magnesium sulphate as foliar sprays for maize crops?,"There is no fertilizer named 20:20:13. However, farmer must have mistaken it with 20:20:0:13 fertilizer. NP(S) 20-20-13 should be applied to the soil considering important factors such as placement, proportion and time of crop cycle. It should be applied during sowing and through broadcasting. There is no mention of its usage as foliar spray. However, since it is strictly advised to be applied as soil application, farmers are recommended not to use this fertilizer for foliar spray. Magnesium sulphate fertilizer is suggested @ 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed on the crop.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:47.711490
si_v3_paraph_69ab9f3b_9,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Why is it not advisable to use NP(S) 20-20-0-13 as a foliar spray for maize?,"It is advised not to use this fertilizer for foliar spray because it is strictly recommended for soil application. Applying soil-applied fertilizers through foliar spray may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:48.791376
si_v3_paraph_69ab9f3b_10,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer for maize crop in Punjab?,"The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs. The farmer is also strictly advised to apply fertilizers only in the prescribed method and in the recommended quantity.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:50.161500
si_v3_paraph_69ab9f3b_11,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-13 fertilizer be applied for maize crop?,"NP(S) 20-20-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:51.418008
si_v3_paraph_69ab9f3b_12,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke khete me NPK 20:20:13 ka kya ilaj hai aur kya mahsulat ka use karna chahiye?,"20:20:13 naam ka koi mahsulat nahi hai. Kisan ke liye 20:20:0:13 mahsulat ki galati ho sakti hai. 20:20:0:13 nitrogen, phosphorus aur sulfur provide karta hai. 100kg mahsulat 20kg nitrogen, 20kg phosphorus aur 13kg sulfur provide karta hai. Is mahsulat me potassium nahi hota. NP(S) 20-20-13 ko khet me apply karna chahiye, jisme khet ke hisab se vikas, samay aur prakar ke hisab se apply karna chahiye. Iska istemal khet me seed ke sath bhi karte hai. Iska koi mention foliar spray ke liye nahi hai. Isliye kisan ko is mahsulat ko foliar spray ke liye istemal karna band karna chahiye. Jaise hi kisi khet me sulfur ki kurati dikhe, magnesium sulphate ka 1% (10 gm per liter pani) istemal karna chahiye. Kisan ko soil test ke baad mahsulat ka istemal karna chahiye. Soil test ke hisab se kisan ko mahsulat ka quantity pata chalega. Kisan ko mahsulat ke prescribed method aur quantity ke hisab se istemal karna chahiye. Agar kisan soil applied mahsulat ko foliar spray ke liye istemal kare, toh crop ke liye phytotoxic effects ho sakte hai aur mahsulat ki efficiency kam ho sakti hai. Kisan ko is baare me jyada jankari ke liye koi vishesha karkar ke sath kare.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,1,2026-04-10T09:20:54.474987
si_v3_paraph_69ab9f3b_13,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the appropriate composition and application method for NP(S) 20-20-13 fertilizer and magnesium sulphate in the context of maize cultivation, considering crop rotation duration?","NP(S) 20-20-13 fertilizer is not a standard fertilizer and is not recommended for use as a foliar spray. It provides nitrogen, phosphorus, and sulphur, with 100 kg of this fertilizer supplying 20 kg of nitrogen, 20 kg of phosphorus, and 13 kg of sulphur. This fertilizer should be applied as a soil application during sowing through broadcasting. It is not recommended for use with standing crops. The dosage should be determined based on the crop, soil conditions, and state-specific recommendations. Magnesium sulphate should be applied at 1% concentration (10 gm in 1 liter of water) if sulphur deficiency symptoms are observed. Soil testing is recommended before applying any fertilizer. The use of soil-applied fertilizers as foliar sprays without observed deficiency symptoms may lead to phytotoxic effects or reduced efficiency. Application must be done as per prescribed methods and in the recommended quantities.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:20:56.503030
si_v3_paraph_69ab9f3b_14,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka khet mein NPK 20:20:13 aur magnesium sulphate ke liye kya foliar spray ka composition hota hai?,"NPK 20:20:13 fertilizer ke naam se koi fertilizer nahi hai. Shyad aapko 20:20:0:13 fertilizer ke baare mein samajh mein aaya ho. Yeh fertilizer nitrogen, phosphorus aur sulphur deta hai. 100 kg fertilizer mein 20 kg nitrogen, 20 kg phosphorus aur 13 kg sulphur hota hai. Is fertilizer mein potassium nahi hota. NP(S) 20-20-13 ko khet mein kachha chakkar lekar dene ka saran diya jata hai. Yeh fertilizer kachha chakkar lekar dene ke liye hota hai. Iska doz uthane ki jaroorat hai. Iska doz khet aur state ke hisab se hota hai. Aapko is fertilizer ko kachha chakkar lekar dene ke liye aapko kachha chakkar lekar dene ke liye kuch samay ki jaroorat hai. Agar aap kachha chakkar lekar dene ke liye is fertilizer ka upyog karte hai to itna kuch kuch nahi hota hai. Is fertilizer ko kachha chakkar lekar dene ke liye kuch samay ki jaroorat hoti hai. Agar aap kachha chakkar lekar dene ke liye is fertilizer ka upyog karte hai to aapko kuch samay ki jaroorat hoti hai. MgSO4 fertilizer ko 1% (10 gm 1 liter pani mein) ke hisab se dene ka saran diya jata hai jab kuch symptoms dekhe jaate hain. Aapko pahle khet ka soil test karna chahiye. Soil test ke hisab se aapko fertilizers ka quantity pata chalega. Aapko fertilizers ko sahi tarah se uthana chahiye. Agar aap kachha chakkar lekar dene ke liye fertilizers ko foliar spray ke roop mein uthate hai to itna kuch kuch nahi hota hai. Agar aap kuch symptoms ke bina kuch kuch nahi hota hai to itna kuch kuch nahi hota hai.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:00.100046
si_v3_paraph_69ab9f3b_15,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How long should crop rotation last for maize?,The seed answer does not provide information on crop rotation duration for maize. No specific duration is mentioned.,,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:00.940870
si_v3_paraph_69ab9f3b_17,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How long should the crop rotation be if I use NP(S) 20-20-0-13 fertilizer?,"There is no mention of its usage as foliar spray. However, since it is strictly advised to be applied as soil application, farmers are recommended not to use this fertilizer for foliar spray. NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:02.985192
si_v3_paraph_69ab9f3b_18,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Is it advisable to use NP(S) 20-20-0-13 fertilizer as a foliar spray for maize crops?,"No, it is not advisable to use NP(S) 20-20-0-13 fertilizer as a foliar spray for maize crops. The seed answer clearly states that it is strictly advised to be applied as soil application and farmers are recommended not to use this fertilizer for foliar spray.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:04.169972
si_v3_paraph_69ab9f3b_19,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can farmers prevent issues related to improper fertilizer application for maize in Punjab?,Farmers can prevent issues related to improper fertilizer application for maize by applying NP(S) 20-20-13 as per soil test recommendations and crop requirements. It should be applied during sowing through broadcasting and not as a foliar spray. Crop rotation for an appropriate duration can also help maintain soil fertility. Farmers should avoid using fertilizers indiscriminately and follow the prescribed method and quantity. Magnesium sulphate can be used as a foliar spray at 1% (10 gm in 1 liter water) only when sulphur deficiency symptoms are observed. Soil testing is strongly advised before applying any fertilizer.,,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:05.571818
si_v3_paraph_69ab9f3b_20,paraphrase_comparison,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How does the use of NP(S) 20-20-0-13 compare to magnesium sulphate for maize in terms of crop rotation duration?,"NP(S) 20-20-0-13 is recommended for soil application during sowing and through broadcasting, and it is not suggested for use as a foliar spray. Magnesium sulphate is used as a foliar spray at 1% concentration when sulphur deficiency symptoms are observed. There is no mention of crop rotation duration for either of these fertilizers in the provided information.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:06.922063
si_v3_paraph_69ab9f3b_21,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Why is NP(S) 20-20-0-13 not suitable for foliar spray in maize?,"NP(S) 20-20-0-13 is strictly advised to be applied as soil application, and farmers are recommended not to use this fertilizer for foliar spray. Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:08.194699
si_v3_paraph_69ab9f3b_22,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How long should the crop rotation duration be for maize in Punjab?,There is no mention of crop rotation duration for maize in the provided information.,,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:09.068379
si_v3_paraph_69ab9f3b_23,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop in Punjab?,"NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. It should be applied considering important factors such as placement, proportion, and time of crop cycle. The dosage should be as per the crop and the soil (As per general recommendation for the State).",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2,2026-04-10T09:21:10.239148
si_v3_paraph_69ab9f3b_25,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the appropriate timing and method for the application of NP(S) 20-20-0-13 fertilizer for the maize crop?,"NP(S) 20-20-0-13 fertilizer should be applied during sowing through broadcasting. The timing of application is crucial and should be aligned with the crop cycle. It is recommended to apply this fertilizer during the early stages of crop growth. Farmers are advised to apply the fertilizer based on the specific needs of the crop and soil conditions, as determined by a soil test. It is not advisable to apply this fertilizer to standing crops or through seed-cum fertilizer methods. The fertilizer must be applied strictly as a soil application and not as a foliar spray.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,3,2026-04-10T09:21:18.137724
si_v3_paraph_69ab9f3b_26,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke khet me NPK 20:20:13 ka foliar spray kis waqt karna chahiye aur kaise karna chahiye?,"NPK 20:20:13 koi fertilizer nahi hai. 20:20:0:13 fertilizer ka istemal karna chahiye. 20:20:0:13 fertilizer me 20 kg Nitrogen, 20 kg Phosphorus aur 13 kg Sulphur hota hai. Yeh fertilizer soil me dalna chahiye, jaise seed ke saath ya seed-cum fertilizer ke roop me. Foliar spray ke liye iska istemal nahi kiya jana chahiye. Agar kisi khet me sulphur ki kurait ho rahi hai, to magnesium sulphate 1% (10 gm per liter pani) ke roop me spray karna chahiye. Soil test ke baad hi fertilizer ka istemal karna chahiye. Fertilizer ko sahi tarah se istemal karo, jise khet par koi phytotoxic effects na ho.",,,qwen3_direct,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,3,2026-04-10T09:21:20.144544
