generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,target_state,timestamp
si_par_69660e8b_1_1775476223,paraphrase,69660e8b774b35f1baeefd3f,6965e8fd774b35f1baeefbef,Paddy,Uttar Pradesh,BIJNOR,Kharif,Varieties,What details are available regarding the Pusa Basmati 1847 paddy variety?,"Pusa Basmati 1847 is an enhanced basmati rice variety developed by the Indian Agricultural Research Institute (IARI), New Delhi. This variety is suitable for cultivation in the Indo-Gangetic plains, including regions of Uttar Pradesh, and has gained popularity among farmers for its excellent grain quality and disease resistance.    **Regional Suitability:** Pusa Basmati 1847 is suitable for cultivation in Uttar Pradesh, Haryana, Punjab, Delhi, and parts of Uttarakhand. It performs well in areas with assured irrigation facilities and is particularly suitable for the Kharif (monsoon) season.    **Season and Duration:** This variety is cultivated mainly during the Kharif season, with sowing generally taking place from mid-June to early July. The crop duration is approximately 135-140 days from transplanting to maturity, making it a medium-duration variety that allows timely harvesting before winter crops.    **Water Requirements:** Pusa Basmati 1847 requires proper water management throughout the growing period.",,2026-04-06T11:50:23.037441
si_par_69b0e513_0_1775476226,paraphrase,69b0e513f1a5801ca99b053f,69b0e371f1a5801ca99b04c7,Green Gram (Moong Bean),Punjab,FAZILKA,KHARIF,Fertilizer and Nutrient,What is the recommended seed soaking protocol for summer moong cultivation?,"Seed soaking and treatment prior to sowing is a crucial practice for effective summer moong (green gram) cultivation, especially in Punjab's Fazilka region. This pre-sowing method integrates disease prevention, biological nitrogen fixation promotion, and enhanced germination.   Significance of Seed Treatment in Summer Moong: Summer moong, planted during March-April in Punjab, encounters specific issues such as soil-borne pathogens, seed-borne diseases, and the necessity for efficient nitrogen fixation. Appropriate seed treatment mitigates these issues and creates a solid base for the crop.   Recommended Seed Soaking and Treatment Procedure: - The Punjab Package of Practices (POP) suggests seed treatment with Rhizobium. Apply one packet of consortium biofertilizer (Rhizobium sp. LSMR-1 and Rhizobacterium RB-3) per acre at the time of sowing. Wet the seed with approximately 300 mL of water, blend the seed thoroughly with the culture, and let it dry under shade",,2026-04-06T11:50:26.480583
si_par_69b0e513_1_1775476230,paraphrase,69b0e513f1a5801ca99b053f,69b0e371f1a5801ca99b04c7,Green Gram (Moong Bean),Punjab,FAZILKA,KHARIF,Fertilizer and Nutrient,What seed soaking treatment is advised for summer moong cultivation?,"Seed soaking and treatment prior to sowing is an essential practice for effective summer moong (green gram) cultivation, especially in Fazilka district of Punjab. This pre-sowing method integrates disease prevention, biological nitrogen fixation promotion, and better germination.   Significance of Seed Treatment in Summer Moong: Summer moong, planted in March-April in Punjab, encounters specific issues such as soil-borne pathogens, seed-borne diseases, and the requirement for effective nitrogen fixation. Appropriate seed treatment tackles these issues and creates a solid base for the crop.   Recommended Seed Soaking and Treatment Method: - The Punjab Package of Practices (POP) suggests seed treatment with Rhizobium. Apply one packet of consortium biofertilizer (Rhizobium sp. LSMR-1 and Rhizobacterium RB-3) per acre during sowing. Wet the seed with approximately 300 mL of water, blend the seed thoroughly with the culture, and let it air-dry in the shade",,2026-04-06T11:50:30.082438
si_par_69a118b7_0_1775476233,paraphrase,69a118b7993748a05837b044,69a110f8993748a05837af50,Cotton,Haryana,HISSAR,KHARIF,Fertilizer and Nutrient,What methods can be used to enhance cotton crop quality while preserving groundwater quality?,"Improving cotton crop quality and maintaining groundwater quality involves a combined strategy that ensures productivity while supporting environmental sustainability. This dual goal can be achieved through efficient water management, balanced fertilization and eco-friendly farming techniques. Understanding the Relationship: Cotton crop quality relies on appropriate nutrition, sufficient water availability and favorable soil conditions. However, overuse of synthetic fertilizers and incorrect irrigation methods may cause nutrient seepage, polluting groundwater with nitrates, phosphates and other substances. Hence, growers need to implement techniques that boost crop quality without endangering water resources. Soil and Water Evaluation: Start with detailed soil analysis to assess nutrient levels, pH values and organic content. Likewise, examine groundwater quality to set initial benchmarks. Soil analysis must be performed prior to planting and at regular intervals during the crop cycle",,2026-04-06T11:50:33.509248
si_par_69a118b7_1_1775476239,paraphrase,69a118b7993748a05837b044,69a110f8993748a05837af50,Cotton,Haryana,HISSAR,KHARIF,Fertilizer and Nutrient,What methods can be used to enhance cotton crop quality while preserving groundwater quality on my farm?,"An integrated approach that balances productivity with environmental sustainability is necessary for improving cotton crop quality and maintaining groundwater quality. This dual objective can be achieved through careful water management, balanced fertilization, and sustainable agricultural practices. Understanding the Connection: Cotton crop quality relies on proper nutrition, sufficient water supply, and healthy soil conditions. However, overuse of chemical fertilizers and improper irrigation can lead to nutrient leaching, contaminating groundwater with nitrates, phosphates, and other chemicals. Therefore, farmers should implement practices that boost crop quality without harming water resources. Soil and Water Testing: Start with thorough soil testing to assess nutrient levels, pH, and organic matter content. Additionally, test groundwater quality to establish baseline parameters. Soil testing should be done before sowing and periodically during the crop cy",,2026-04-06T11:50:39.741746
si_par_69b28cba_0_1775476244,paraphrase,69b28cba8f3f9012b4922c08,69b285f18f3f9012b4922b41,Potato,Punjab,FAQ,Rabi,Fertilizer and Nutrient,Which biofertilizers are recommended for potato cultivation and what are the application methods?,"Biofertilizers are essential in sustainable potato cultivation by enhancing soil fertility, improving nutrient availability, and promoting plant growth through biological processes. These microbial inoculants contain beneficial microorganisms that fix atmospheric nitrogen, solubilize phosphorus, and produce growth-promoting substances, thereby reducing reliance on chemical fertilizers.  Types of Biofertilizers for Potato: Biofertilizers in Potato : Apply consortium biofertilizer @4 kg per acre as soil application. Mix the 4 kg consortium biofertilizer with 10 kg of manure or soil and broadcast it in one acre of field area. Consortium biofertilizer contains Azotobacter sp., Bacillus sp. and Pseudomonas sp.   Application of Biozyme: Biozyme granule and liquid formulation should be applied along with fertilizers in order to increase the yield of potato. Apply 8 Kg granule per acre each at the time of planting and earthing up and spraying with Biozyme liquid formulation at tuber in",,2026-04-06T11:50:44.786822
si_par_69b28cba_1_1775476249,paraphrase,69b28cba8f3f9012b4922c08,69b285f18f3f9012b4922b41,Potato,Punjab,FAQ,Rabi,Fertilizer and Nutrient,Which biofertilizers are recommended for potato farming and what are the application methods?,"Biofertilizers are essential in sustainable potato cultivation by enhancing soil fertility, improving nutrient availability, and promoting plant growth through biological processes. These microbial inoculants contain beneficial microorganisms that fix atmospheric nitrogen, solubilize phosphorus, and produce growth-promoting substances, thereby reducing reliance on chemical fertilizers. Types of Biofertilizers for Potatoes: Apply a consortium biofertilizer at 4 kg per acre through soil application. Combine the 4 kg consortium biofertilizer with 10 kg of manure or soil and broadcast across one acre. Consortium biofertilizer contains Azotobacter sp., Bacillus sp. and Pseudomonas sp. Application of Biozyme: Biozyme granule and liquid formulation should be applied alongside fertilizers to increase potato yield. Apply 8 Kg granule per acre each at the time of planting and earthing up and spraying with Biozyme liquid formulation at tuber in",,2026-04-06T11:50:49.106565
si_par_6979ac88_0_1775476252,paraphrase,6979ac88af17f554aa208d40,69799e0faf17f554aa208c13,Paddy,Tamil Nadu,NAGAPATTINAM,Kharif,Nutrient Management,What is the suggested application method for SPIC Keerthi fertilizer in paddy farming?,"The product you are asking for is a secondary nutrient fertilizer/soil conditioner that supplies Calcium (Ca), Magnesium (Mg), and Sulphur (S),  important nutrients in addition to the primary NPK requirements of crops.  Calcium supports strong cell walls and root growth, Magnesium is central to chlorophyll and photosynthesis, Sulphur is essential for protein synthesis and enzyme function.  For paddy fields, SPIC Keerthi is normally applied as a basal soil application, meaning it is broadcast and mixed into the soil before transplanting, puddling, or early in crop growth. Recommended dose: 50 to 100 kg per acre applied as a basal or top-dressing depending on soil test and crop requirement.   It helps in:  -Soil salinity and alkalinity are corrected  -Ideal soil electrical conductivity (EC) is maintained  -Increases the photosynthesis, thereby improving chlorophyll formation  -It gives the crop resistance to pests and diseases  -It helps the crop to grow well even in drought conditions",,2026-04-06T11:50:52.845808
si_par_6979ac88_1_1775476256,paraphrase,6979ac88af17f554aa208d40,69799e0faf17f554aa208c13,Paddy,Tamil Nadu,NAGAPATTINAM,Kharif,Nutrient Management,What is the suggested application method for SPIC Keerthi fertilizer in paddy farming?,"The product you are asking for is a secondary nutrient fertilizer/soil conditioner that supplies Calcium (Ca), Magnesium (Mg), and Sulphur (S), important nutrients in addition to the primary NPK requirements of crops. Calcium supports strong cell walls and root growth, Magnesium is central to chlorophyll and photosynthesis, Sulphur is essential for protein synthesis and enzyme function. For paddy fields, SPIC Keerthi is normally applied as a basal soil application, meaning it is broadcast and mixed into the soil before transplanting, puddling, or early in crop growth. Recommended dose: 50 to 100 kg per acre applied as a basal or top-dressing depending on soil test and crop requirement. It helps in: -Soil salinity and alkalinity are corrected -Ideal soil electrical conductivity (EC) is maintained -Increases the photosynthesis, thereby improving chlorophyll formation -It gives the crop resistance to pests and diseases -It helps the crop to grow well even in drought conditions",,2026-04-06T11:50:56.605472
si_par_69af940a_0_1775476260,paraphrase,69af940ac4e802c3d5938dbb,69af9232c4e802c3d5938d41,Maize Makka,Punjab,BARNALA,Kharif,Fertilizer and Nutrient,What are the signs and methods for addressing phosphorus deficiency in maize?,"Phosphorus is a key macronutrient necessary for maize growth and development, involved in energy transfer, photosynthesis, root development, and grain production. Phosphorus deficiency in maize often manifests during early growth stages, characterized by stunted plant growth and the presence of pink discoloration on older leaves. Soil testing is essential before applying phosphorus fertilizers to assess the current phosphorus levels and soil pH. Phosphorus availability is affected by soil pH, with optimal availability between 6.5-7.5. In Punjab's alkaline soils, phosphorus may become locked up and inaccessible to plants. Apply the suggested phosphorus dose. For irrigated maize varieties such as PMH 1, PMH 11, PMH 13, PMH",,2026-04-06T11:51:00.690189
si_par_69af940a_1_1775476265,paraphrase,69af940ac4e802c3d5938dbb,69af9232c4e802c3d5938d41,Maize Makka,Punjab,BARNALA,Kharif,Fertilizer and Nutrient,What are the signs and methods for addressing phosphorus deficiency in maize?,"Phosphorus is a critical macronutrient essential for maize growth and development, playing vital roles in energy transfer, photosynthesis, root development, and grain formation. Phosphorus deficiency in maize can significantly reduce yield and crop quality, making its proper management crucial for successful cultivation.   Symptoms of Phosphorus Deficiency:  Phosphorus deficiency typically appears during early growth stages of maize. Stunted plant growth and occurrence of pink pigmentation in the older leaves Soil Testing Importance: Before applying phosphorus fertilizers, soil testing is strongly recommended to determine the actual phosphorus status and pH of the soil. Phosphorus availability is greatly influenced by soil pH, with optimum availability occurring at pH 6.5-7.5. In alkaline soils common in Punjab, phosphorus often becomes fixed and unavailable to plants.  Management: - Apply the recommended dose of phosphorus. For irrigated maize varieties like PMH 1, PMH 11, PMH 13, PMH",,2026-04-06T11:51:05.647876
si_par_69745d50_0_1775476271,paraphrase,69745d50af17f554aa20800a,69745666af17f554aa207fa8,Paddy,Tamil Nadu,TIRUVANNAMALAI,Kharif,Bio-Pesticides and Bio-Fertilizers,What is the recommended application interval between inorganic chemical fertilizers and organic fertilizers in paddy cultivation?,"The recommended application interval between inorganic chemical fertilizers and organic fertilizers in paddy cultivation is generally 10 days. This interval is crucial for optimizing nutrient uptake, preventing nutrient interactions and ensuring the effectiveness of both organic and inorganic inputs.   Understanding the Application Interval :   When both organic and inorganic fertilizers are used in paddy fields, proper timing is essential. Organic fertilizers such as farmyard manure (FYM), vermicompost or green manure work differently than chemical fertilizers. Organic inputs release nutrients slowly through microbial decomposition, while inorganic fertilizers provide readily available nutrients. Applying them simultaneously can lead to nutrient fixation, reduced microbial activity and decreased efficiency of organic amendments. The 10-day interval allows organic materials to begin decomposition and establish beneficial microbial populations before chemical fertilizers are applied.",,2026-04-06T11:51:11.447356
si_par_69745d50_1_1775476274,paraphrase,69745d50af17f554aa20800a,69745666af17f554aa207fa8,Paddy,Tamil Nadu,TIRUVANNAMALAI,Kharif,Bio-Pesticides and Bio-Fertilizers,What is the suggested interval for applying inorganic chemical fertilizers and organic fertilizers in paddy farming?,"The recommended application interval between inorganic chemical fertilizers and organic fertilizers in paddy cultivation is generally 10 days. This interval is crucial for optimizing nutrient uptake, preventing nutrient interactions and ensuring the effectiveness of both organic and inorganic inputs.   Understanding the Application Interval :   When both organic and inorganic fertilizers are used in paddy fields, proper timing is essential. Organic fertilizers such as farmyard manure (FYM), vermicompost or green manure work differently than chemical fertilizers. Organic inputs release nutrients slowly through microbial decomposition, while inorganic fertilizers provide readily available nutrients. Applying them simultaneously can lead to nutrient fixation, reduced microbial activity and decreased efficiency of organic amendments. The 10-day interval allows organic materials to begin decomposition and establish beneficial microbial populations before chemical fertilizers are applied.",,2026-04-06T11:51:14.997594
si_par_692ac695_0_1775476278,paraphrase,692ac695b202540091528bb7,692ab9c4b202540091528b58,Wheat,Punjab,HOSHIARPUR,Rabi,Cultural Practices,What is the information about the book centre at PAU?,"PAU does not publish a separate “Book Centre” contact page on its official website (https://www.pau.edu). The Communication Centre functions as the main distribution point for books, manuals, bulletins, and related publications. For any request related to PAU publications or seeds, you may contact the university through the main office at registrar@pau.edu or 0161-2401960–79/ 0161-2400945, or approach the Communication Centre via the contact details available in PAU’s central directory on the official website. The Punjab Agricultural University has an excellent library system with the Central Library named as Mohinder Singh Randhawa Library on the main campus and a network of libraries at the college and department level, as well as outstation libraries at its Regional Research Stations and Krishi Vigyan Kendras. The library is housed in a centrally air-conditioned five-storey building, having six Wi-Fi-enabled reading halls with a seating capacity of 760 seats. Mohinder Singh Randhawa",,2026-04-06T11:51:18.571766
si_par_692ac695_1_1775476281,paraphrase,692ac695b202540091528bb7,692ab9c4b202540091528b58,Wheat,Punjab,HOSHIARPUR,Rabi,Cultural Practices,Details about the book centre at PAU?,"PAU does not publish a separate “Book Centre” contact page on its official website (https://www.pau.edu). The Communication Centre functions as the main distribution point for books, manuals, bulletins, and related publications. For any request related to PAU publications or seeds, you may contact the university through the main office at registrar@pau.edu or 0161-2401960–79/ 0161-2400945, or approach the Communication Centre via the contact details available in PAU’s central directory on the official website. The Punjab Agricultural University has an excellent library system with the Central Library named as Mohinder Singh Randhawa Library on the main campus and a network of libraries at the college and department level, as well as outstation libraries at its Regional Research Stations and Krishi Vigyan Kendras. The library is housed in a centrally air-conditioned five-storey building, having six Wi-Fi-enabled reading halls with a seating capacity of 760 seats. Mohinder Singh Randhawa",,2026-04-06T11:51:21.754075
si_par_6985682a_0_1775476285,paraphrase,6985682a9208ee23a2c4483a,698564919208ee23a2c447c8,Wheat,Haryana,KAITHAL,KHARIF,Variety,What are the key factors and challenges in wheat sowing?,"Wheat sowing is a critical agricultural operation that requires careful attention to multiple factors to ensure successful crop establishment and optimal yields. Understanding and addressing common sowing-related problems is essential for farmers in Haryana and similar wheat-growing regions.  Key Sowing Time and Temperature Considerations: The timing of wheat sowing is crucial and directly impacts crop performance. In Haryana, Sowing time in rainfed areas: Sowing of wheat in rainfed areas should be done from the last week of October to the first week of November, if there is limited irrigation facility. Sowing time in irrigated areas: The best time for sowing time in irrigated areas is from 25th October to 15th November when the average temperature is 22°C.  Temperature plays a vital role during sowing - the soil temperature should ideally be between 20-25°C for optimal germination. Sowing too early when temperatures are high (above 30°C) can lead to poor germination and increased pest",,2026-04-06T11:51:25.634405
si_par_6985682a_1_1775476288,paraphrase,6985682a9208ee23a2c4483a,698564919208ee23a2c447c8,Wheat,Haryana,KAITHAL,KHARIF,Variety,What are the key factors and challenges in wheat sowing?,"Wheat sowing is a crucial agricultural activity that requires careful attention to multiple factors to ensure successful crop establishment and optimal yields. Understanding and addressing common sowing-related challenges is essential for farmers in Haryana and similar wheat-growing regions.  Optimal Sowing Time and Temperature Conditions: The timing of wheat sowing is critical and directly impacts crop performance. In Haryana, Sowing time in rainfed areas: Sowing of wheat in rainfed areas should be done from the last week of October to the first week of November, if there is limited irrigation facility. Sowing time in irrigated areas: The best time for sowing time in irrigated areas is from 25th October to 15th November when the average temperature is 22°C.  Temperature plays a vital role during sowing - the soil temperature should ideally be between 20-25°C for optimal germination. Sowing too early when temperatures are high (above 30°C) can lead to poor germination and increased pest",,2026-04-06T11:51:28.715744
si_par_6965ed93_0_1775476291,paraphrase,6965ed93774b35f1baeefc36,6965e8fd774b35f1baeefbe9,Paddy,Uttar Pradesh,BARABANKI,Kharif,Varieties,What are the yield and crop duration characteristics of S-4003 Paddy variety?,"S-4003 is a mid-early duration hybrid paddy variety that is harvested within 120–125 days during the Kharif season. It is suitable for all major rice-growing areas, especially upland and midland rainfed fields, and also performs well under drought stress conditions. Under normal good management, the average expected yield is about 25-27 quintals per acre, which gives you a good return even in stress-prone areas. This makes S-4003 a reliable and profitable choice for Kharif rice cultivation. Sowing should be done from 15 May to 15 July. For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",,2026-04-06T11:51:31.265873
si_par_6965ed93_1_1775476294,paraphrase,6965ed93774b35f1baeefc36,6965e8fd774b35f1baeefbe9,Paddy,Uttar Pradesh,BARABANKI,Kharif,Varieties,What are the yield and crop duration characteristics of S-4003 Paddy variety?,"S-4003 is a mid-early duration hybrid paddy variety that is ready for harvest in about 120–125 days during the Kharif season. It is suitable for all major rice-growing areas, especially upland and midland rainfed fields, and also performs well under drought stress conditions. Under normal good management, the average expected yield is about 25-27 quintals per acre, which gives you a good return even in stress-prone areas. This makes S-4003 a reliable and profitable choice for Kharif rice cultivation. Sowing should be done from 15 May to 15 July. For further guidance or clarification, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",,2026-04-06T11:51:34.535366
si_par_69807fce_0_1775476298,paraphrase,69807fce622aa3a183070e2b,698042d9622aa3a183070b82,Paddy,Haryana,ROHTAK,Kharif,Pest,What are the recommended preventive sprays for paddy crop protection in Haryana?,"In paddy cultivation, preventive sprays refer to prophylactic sprays applied before heavy insect infestation or disease spread. These are primarily applied at two key stages—Active Tillering (20–30 days after transplanting) and Panicle Initiation / Booting stage (40–50 DAT). The objective is to safeguard the crop early, minimize later losses, and ensure healthy plant development. For initial protection against sucking pests and caterpillars like leaf folder, stem borer, and hoppers, farmers can apply a preventive spray at 20–25 DAT using Neem oil 1500–3000 ppm @ 3 ml per litre of water or Azadirachtin @ 3 ml per litre. This helps control early pest populations and is harmless to natural predators. To enhance crop growth and stress resilience, water-soluble NPK 19:19:19 @ 0.5–1% (5–10 g per litre; approximately 1–2 kg per acre in 200 litres water) or seaweed extract @ 3–5 ml per litre can be used at 20–25 DAT and repeated at 45–55 DAT with a 10–15 day interval. This promotes tillering",,2026-04-06T11:51:38.413729
si_par_69807fce_1_1775476303,paraphrase,69807fce622aa3a183070e2b,698042d9622aa3a183070b82,Paddy,Haryana,ROHTAK,Kharif,Pest,What are the suggested preventive sprays for paddy crop protection in Haryana?,"In paddy cultivation, advance sprays mean preventive or prophylactic sprays applied before heavy insect infestation or disease spread. These are mainly done at two critical stages—Active Tillering (20–30 days after transplanting) and Panicle Initiation / Booting stage (40–50 DAT). The aim is to protect the crop early, reduce later losses, and maintain healthy plant growth. For early protection against sucking pests and caterpillars such as leaf folder, stem borer, and hoppers, farmers can start with a soft preventive spray at 20–25 DAT using Neem oil 1500–3000 ppm @ 3 ml per litre of water or Azadirachtin @ 3 ml per litre. This suppresses early pest buildup and is safe for natural enemies.  To strengthen crop growth and improve stress tolerance, you can also apply water-soluble NPK 19:19:19 @ 0.5–1% (5–10 g per litre; about 1–2 kg per acre in 200 litres water) or seaweed extract @ 3–5 ml per litre at 20–25 DAT and again at 45–55 DAT, keeping a gap of 10–15 days. This improves tillering",,2026-04-06T11:51:43.044628
si_par_69ab9fc9_0_1775476306,paraphrase,69ab9fc9c2b602929b370831,69ab9d5ec2b602929b3706a9,Maize Makka,Punjab,BARNALA,Kharif,Pest,What are the methods to manage pyrilla infestation in maize crops?,"Pyrilla (Pyrilla perpusilla) is a sucking pest that occasionally impacts maize crops in Punjab, particularly during the Kharif season. While pyrilla is more commonly associated with sugarcane, it can migrate to maize fields and cause significant damage if not managed promptly. Understanding the pest's biology, damage symptoms, and integrated management strategies is essential for effective control.   Integrated Pest Management Practices:  Cultural Control:  1. Field Sanitation: Remove and destroy crop residues and alternate host plants (especially sugarcane nearby) that harbor pyrilla populations.  2. Timely Sowing: Early sowing in mid-June helps the crop escape peak pest populations.  3. Balanced Nutrition: Avoid excessive nitrogen application, as succulent growth attracts more pyrilla.  4. Water Management: Maintain optimal soil moisture; avoid water stress, which makes plants more susceptible.   Biological Control: Pyrilla mainly attacks the kharif crop. For monitoring, count and re",,2026-04-06T11:51:46.666481
si_par_69ab9fc9_1_1775476310,paraphrase,69ab9fc9c2b602929b370831,69ab9d5ec2b602929b3706a9,Maize Makka,Punjab,BARNALA,Kharif,Pest,What are the methods to manage pyrilla infestation in maize?,"Pyrilla (Pyrilla perpusilla) is a sucking pest that may affect maize crops in Punjab, particularly during the Kharif season. While pyrilla is more commonly associated with sugarcane, it can migrate to maize fields and cause significant damage if not managed promptly. Understanding the pest's biology, damage symptoms, and integrated management strategies is essential for effective control.   Integrated Pest Management Practices:  Cultural Control:  1. Field Sanitation: Eliminate and dispose of crop residues and alternate host plants (especially sugarcane nearby) that harbor pyrilla populations.  2. Prompt Sowing: Early sowing in mid-June helps the crop escape peak pest populations.  3. Appropriate Nutrient Management: Avoid excessive nitrogen application, as succulent growth attracts more pyrilla.  4. Water Management: Maintain optimal soil moisture; avoid water stress, which makes plants more susceptible.   Biological Control: Pyrilla mainly attacks the kharif crop. For monitoring, count and re",,2026-04-06T11:51:50.161024
si_par_693ff4b5_0_1775476314,paraphrase,693ff4b51f1d4023652f76dd,693faae91f1d4023652f74db,Potato,West Bengal,BANKURA,Rabi,Plant Protection,What are the methods to manage Early Blight in Potato?,"Early blight in potato, caused by Alternaria solani, is one of the destructive diseases that affects potato. The disease mainly infects leaves and tubers. Initially, the symptoms occur on the lower and older leaves in the form of small (1-2 mm) circular to oval brown spots. These lesions have the tendency to become large and angular at a later stage. Mature lesions on foliage look dry and papery and often have concentric rings, looking like bulls' eyes. The symptoms on the tuber comprise brown, circular to irregular, and depressed lesions with flesh turning dry, brown, and corky. Lesions tend to enlarge during storage, and affected tubers later become shriveled. To control this disease, an integrated disease management approach is recommended. Use of disease-free seed tubers for raising the crop. The crop must be given balanced doses of fertilizers, especially nitrogen. Spraying the crop with 1% urea (10 g per liter of water, or 2 kg in 200 liters of water per acre) at 45 days after so",,2026-04-06T11:51:54.385641
si_par_693ff4b5_1_1775476317,paraphrase,693ff4b51f1d4023652f76dd,693faae91f1d4023652f74db,Potato,West Bengal,BANKURA,Rabi,Plant Protection,What are the methods to manage Early Blight in Potato crops?,"Early blight in potatoes, caused by Alternaria solani, is a significant disease affecting the crop. The disease primarily infects leaves and tubers. Initially, symptoms appear on the lower and older leaves as small (1-2 mm) circular to oval brown spots. These lesions tend to grow larger and become angular over time. Mature lesions on foliage appear dry and papery with concentric rings, resembling bulls' eyes. Symptoms on tubers include brown, circular to irregular, and depressed lesions with flesh turning dry, brown, and corky. Lesions enlarge during storage, leading to shriveled tubers. To manage this disease, an integrated disease management approach is recommended. Use disease-free seed tubers for crop cultivation. The crop should receive balanced fertilizer doses, particularly nitrogen. Spray the crop with 1% urea (10 g per liter of water, or 2 kg in 200 liters of water per acre) at 45 days after so",,2026-04-06T11:51:57.361371
si_par_699291c3_0_1775476325,paraphrase,699291c36bca0c342047e649,6992902f6bca0c342047e61d,Wheat,Uttar Pradesh,SULTANPUR,RABI,Pest,What are the recommended practices for managing grasshoppers in wheat crops?,"Grasshoppers, also called Tidda or Charagaha, cause damage to germinating wheat plants, especially in valleys and lower mountain areas. They often migrate from nearby grass fields into wheat and barley crops, leading to defoliation and reduced crop vigor. To control them, it is recommended to spray Chlropyriphos 1.5% DP 10 kg per acre on the affected wheat and barley fields as well as on adjacent grasslands from where the insects may come. Cultural measures, such as removing weeds and tall grasses along field boundaries and ploughing the fields after harvest to expose eggs, help reduce infestation. Early detection and timely treatment, particularly when nymphs are present, are crucial to effectively manage grasshopper populations and protect the crop.   Grasshoppers, also called Tidda or Charagaha, cause damage to germinating wheat plants, especially in valleys and lower mountain areas. They often migrate from nearby grass fields into wheat and barley crops, leading to defoliation and",,2026-04-06T11:52:05.635911
si_par_699291c3_1_1775476329,paraphrase,699291c36bca0c342047e649,6992902f6bca0c342047e61d,Wheat,Uttar Pradesh,SULTANPUR,RABI,Pest,What are the methods to control grasshoppers (Tidda/Charagaha) in wheat crops?,"Grasshoppers, also called Tidda or Charagaha, cause damage to germinating wheat plants, especially in valleys and lower mountain areas. They often migrate from nearby grass fields into wheat and barley crops, leading to defoliation and reduced crop vigor. To control them, it is recommended to spray Chlropyriphos 1.5% DP 10 kg per acre on the affected wheat and barley fields as well as on adjacent grasslands from where the insects may come. Cultural measures, such as removing weeds and tall grasses along field boundaries and ploughing the fields after harvest to expose eggs, help reduce infestation. Early detection and timely treatment, particularly when nymphs are present, are crucial to effectively manage grasshopper populations and protect the crop.   Grasshoppers, also called Tidda or Charagaha, cause damage to germinating wheat plants, especially in valleys and lower mountain areas. They often migrate from nearby grass fields into wheat and barley crops, leading to defoliation and",,2026-04-06T11:52:09.677987
si_par_697ae14d_0_1775476333,paraphrase,697ae14daf17f554aa20936f,697adb32af17f554aa2092f0,Paddy,Tamil Nadu,ERODE,Kharif,Cultural Practices,Which minerals present in atmospheric air can be absorbed by paddy plants?,"Paddy plants, like all crops, can absorb certain essential nutrients directly from the atmospheric air, which plays a crucial role in their growth and development.  Minerals Absorbed from Atmospheric Air: The primary nutrients that paddy plants absorb from the atmosphere are Carbon (C), Oxygen (O), and Hydrogen (H). Carbon is obtained from carbon dioxide (CO2) in the air through the process of photosynthesis, where plants convert CO and water into glucose and oxygen using sunlight. Oxygen is absorbed through stomata for respiration, while hydrogen comes from water (H2O) absorbed through roots and present in air moisture.   Additionally, small amounts of nitrogen (N) can be absorbed by crops indirectly when atmospheric nitrogen is present in its oxide forms, gets dissolved in rainwater, reaches the soil, and is absorbed by the crops. Indirectly, certain microorganisms also fix atmospheric nitrogen in the soil, making it available to crops. Hence, carbon, oxygen, and hydrogen are the onl",,2026-04-06T11:52:13.077725
si_par_697ae14d_1_1775476337,paraphrase,697ae14daf17f554aa20936f,697adb32af17f554aa2092f0,Paddy,Tamil Nadu,ERODE,Kharif,Cultural Practices,What atmospheric minerals can paddy plants absorb?,"Paddy plants, like all crops, can absorb certain essential nutrients directly from the atmospheric air, which plays a crucial role in their growth and development.  Minerals Absorbed from Atmospheric Air: The primary nutrients that paddy plants absorb from the atmosphere are Carbon (C), Oxygen (O), and Hydrogen (H). Carbon is obtained from carbon dioxide (CO2) in the air through the process of photosynthesis, where plants convert CO and water into glucose and oxygen using sunlight. Oxygen is absorbed through stomata for respiration, while hydrogen comes from water (H2O) absorbed through roots and present in air moisture.   Additionally, small amounts of nitrogen (N) can be absorbed by crops indirectly when atmospheric nitrogen is present in its oxide forms, gets dissolved in rainwater, reaches the soil, and is absorbed by the crops. Indirectly, certain microorganisms also fix atmospheric nitrogen in the soil, making it available to crops. Hence, carbon, oxygen, and hydrogen are the onl",,2026-04-06T11:52:17.685216
