generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,seed_question,timestamp
si_v2_paraph_69b4f872_37,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"What are the common root diseases that affect pea crops, and what are the scientifically proven methods for their management?","Root diseases are a significant challenge in pea cultivation, often leading to substantial yield losses and plant mortality. The main root diseases include root rot, which is caused by the soil-borne fungi Fusarium oxysporum and Rhizoctonia solani. These pathogens attack the root system, impairing the plant's ability to absorb water and nutrients, which results in stunted growth, wilting, and eventual plant death.

Symptoms of root diseases in peas may be observed both above and below ground. Above-ground symptoms include chlorosis of lower leaves, stunted growth, wilting during hot weather, and premature death. Below-ground symptoms involve darkened, water-soaked roots that become brown or black, with root decay, reduced root mass, and the absence of healthy white root tips. In cases of Fusarium root rot, the vascular tissue may show reddish-brown discoloration extending into the stem base. Seedling damping-off can also occur in severe infections.

The severity of these diseases is influenced by factors such as poor drainage, heavy clay soils, continuous pea cultivation, and soil temperatures between 15-28°C with high moisture levels.

For effective management of root diseases in pea crops, the following integrated strategies are recommended:

1. Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce the build-up of soil-borne pathogens.
2. Select fields with good drainage and avoid low-lying areas prone to waterlogging.
3. Improve soil drainage through proper land preparation, including the use of raised beds.
4. Use certified disease-free seeds and treat them before sowing.
5. Practice deep summer plowing to expose pathogens to solar heat and desiccation.
6. Ensure optimal plant spacing for better air circulation and reduced humidity around the root zone.
7. Remove and destroy infected plant debris to prevent the spread of pathogens.
8. Avoid excessive irrigation and use drip or furrow irrigation instead of flood irrigation.
9. Incorporate well-decomposed organic matter to enhance soil health and beneficial microbial populations.
10. Adjust sowing dates to avoid periods of high soil moisture and temperature that favor pathogen development.
11. Treat seeds with 15 g of a talc-based formulation of Pseudomonas fluorescens per kg of seed before sowing.

Farmers are encouraged to consult the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer for further assistance and guidance.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:21.611438
si_v2_paraph_69b4f872_39,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How to manage pea root diseases?,Rotate crops with non-legumes for 3-4 years. Use certified seeds and treat with Pseudomonas fluorescens. Improve drainage and avoid overwatering. Remove infected plants immediately.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:29.971456
si_v2_paraph_69b4f872_40,paraphrase_problem_description,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"My pea plants are showing yellowing on the lower leaves, and they are stunted and wilting even when there is enough water. What could be wrong and how do I fix it?","The symptoms described suggest root diseases in peas, likely caused by soil-borne fungi such as Fusarium oxysporum and Rhizoctonia solani. These pathogens damage the root system, leading to poor water and nutrient uptake. To manage this, implement a crop rotation of at least 3-4 years with non-leguminous crops, select well-drained fields, improve soil drainage, use certified disease-free seeds, treat seeds with 15 g of Talc-based formulation of Pseudomonas fluorescens per kg of seed, avoid excessive irrigation, and remove infected plant debris. For further guidance, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:31.949479
si_v2_paraph_69b4f872_41,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,You mentioned treating the seed with Pseudomonas fluorescens — what is the exact dosage required per kg of seed?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:32.979444
si_v2_paraph_69b4f872_42,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Can root diseases affect pea cultivation?,"Yes, root diseases in peas are among the most destructive problems affecting pea cultivation, causing significant yield losses and plant mortality.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:33.881584
si_v2_paraph_69b4f872_43,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can I prevent root diseases in peas before sowing?,"To prevent root diseases in peas, implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions. Select well-drained fields and avoid low-lying areas prone to waterlogging. Improve soil drainage through raised bed cultivation. Use certified disease-free seeds and treat them with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing. Practice deep summer plowing to expose soil pathogens to solar heat. Maintain optimal plant spacing for good air circulation and reduce humidity around the root zone. Remove and destroy infected plant debris immediately. Avoid excessive irrigation and use drip or furrow irrigation. Incorporate well-decomposed organic matter to improve soil health. Adjust sowing dates to avoid periods of high soil moisture and temperature favorable for pathogen development.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:35.686445
si_v2_paraph_69b4f872_44,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the difference between Fusarium oxysporum and Rhizoctonia solani in causing root rot in peas?,"Fusarium oxysporum and Rhizoctonia solani are both soil-borne fungal pathogens that cause root rot in peas. Fusarium root rot is characterized by a reddish-brown discoloration of the vascular tissue extending into the stem base, while Rhizoctonia solani causes darkened, water-soaked roots that turn brown to black, with root decay and rot. Both pathogens compromise the plant's ability to absorb water and nutrients, leading to stunted growth, wilting, and plant death.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:37.112108
si_v2_paraph_69b4f872_45,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What causes root diseases in peas and how do they affect the plants?,"Root diseases in peas are caused by soil-borne fungal pathogens such as Fusarium oxysporum and Rhizoctonia solani. These pathogens attack the root system, compromising the plant's ability to absorb water and nutrients, which leads to stunted growth, wilting, and plant death. The diseases manifest through darkened, water-soaked roots that turn brown to black, root decay, and reduced root mass. In cases of Fusarium root rot, a reddish-brown discoloration of the vascular tissue is observed. The severity of the diseases increases under poor drainage, heavy clay soils, continuous pea cropping, and soil temperatures between 15-28°C with high moisture levels.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:38.757437
si_v2_paraph_69b4f872_46,paraphrase_quantity_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the recommended dosage of Pseudomonas fluorescens for seed treatment in pea cultivation?,The seed should be treated with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:39.764004
si_v2_paraph_69b4f872_47,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,At what stage of pea growth should I apply seed treatment with Pseudomonas fluorescens to manage root diseases?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:40.782712
si_v2_paraph_69b4f872_48,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Matar ki uthani me kya akshar rogi hoti hai aur unka kya upaay hai?,"Matar ki uthani me akshar rogi hoti hai jo jhool ke khamire ke karan hote hai. Yeh rogi uthani ki akshar ko chhupa deti hai, jo paudhe ka pani aur poushak ghumane me masla ban jata hai. Akshar rogi ke alawa, jhool ke khamire me chhota paudha dhamak (seedling damping-off) bhi hota hai. Iske upaay me 3-4 saal tak kheera, sardaab, ya kheera ke badan ke sath chakkar chalana chahiye. Dhan me pani ka saman karna chahiye, aur sahi seed chunna chahiye. Dhan me 15 g Pseudomonas fluorescens ka talc based formulation pratik 1 kg seed ke saath istemal karna chahiye.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:42.924817
si_v2_paraph_69b4f872_49,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"What are the common root diseases that affect pea crops, and what are the recommended strategies for their management?","Root diseases in pea crops are a major constraint to productivity, often resulting in significant yield loss and plant mortality. The primary root diseases affecting peas include root rot, caused by the soil-borne fungal pathogens Fusarium oxysporum and Rhizoctonia solani. These pathogens attack the root system, impairing the plant's ability to absorb water and nutrients, which leads to symptoms such as stunted growth, wilting, and plant death.

Description and Symptoms:
- Above-ground symptoms: Yellowing of lower leaves, stunted growth, wilting during hot periods despite sufficient soil moisture, and premature death of plants.
- Below-ground symptoms: Darkened, water-soaked roots that progress to brown or black discoloration, root decay, reduced root mass, and absence of healthy white root tips. In cases of Fusarium root rot, a reddish-brown discoloration of vascular tissue extending into the stem base is observed. Seedling damping-off may also occur in severe cases.

Environmental Factors:
- These diseases are more prevalent in poorly drained soils, heavy clay soils, continuous pea cropping, and under soil temperatures of 15-28°C with high moisture levels.

Integrated Disease Management Strategies:
1. Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions to reduce pathogen buildup in the soil.
2. Choose fields with well-drained soil and good structure, avoiding low-lying areas that are prone to waterlogging.
3. Improve soil drainage through proper land preparation, including the use of raised beds.
4. Use certified disease-free seeds from reliable sources and apply seed treatments before sowing.
5. Perform deep summer plowing to expose soil pathogens to solar heat and desiccation.
6. Maintain proper plant spacing to ensure good air circulation and reduce humidity around the root zone.
7. Remove and destroy infected plant debris to prevent the spread of pathogens.
8. Avoid over-irrigation and use drip or furrow irrigation instead of flood irrigation.
9. Incorporate well-decomposed organic matter to enhance soil health and promote beneficial microbial activity.
10. Adjust sowing dates to avoid periods of high soil moisture and temperature that favor pathogen development.
11. Treat seeds with 15 g of a talc-based formulation of Pseudomonas fluorescens per kg of seed before sowing.

For further assistance, farmers are encouraged to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:46.609179
si_v2_paraph_69b4f872_50,paraphrase_farmer_style,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,khet me moong ki akali problem kyun hoti hai aur uske ilaj ka kya tareeqa hai?,"moong ki akali problem akali roth hoti hai, jo khet ki zameen me rahne wale jamun se hoti hai. iske ilaj ke liye 3-4 saal tak moong ke sath doosri fasal jaise chawal, sardaab, ya piaz lagaye. seed ko khoon ki zameen me lagaye aur seed ko 15 grame Pseudomonas fluorescens se chhapaye. akali roth se bachne ke liye khet me pani ka adhik bandh na kare aur dhakkan chhote chhote jaga me lagaye.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:48.338515
si_v2_paraph_69b4f872_51,paraphrase_short,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How to manage pea root diseases?,Use crop rotation with non-leguminous crops for 3-4 years. Treat seeds with Pseudomonas fluorescens. Improve drainage and avoid over-irrigation. Remove infected plants and use certified seeds.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:49.352812
si_v2_paraph_69b4f872_52,paraphrase_problem_description,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,"My pea plants are showing yellowing on the lower leaves, stunted growth, and they wilt even when there is enough water. What could be wrong and how can I manage it?","The symptoms you are describing suggest root diseases in peas, which are caused by soil-borne fungal pathogens like Fusarium oxysporum and Rhizoctonia solani. These diseases affect the root system, leading to poor water and nutrient uptake. To manage these issues: implement a crop rotation of at least 3-4 years with non-leguminous crops, select well-drained fields, improve soil drainage through raised beds, use certified disease-free seeds, treat seeds with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing, avoid excessive irrigation, and remove and destroy infected plant debris. For further assistance, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:51.363197
si_v2_paraph_69b4f872_53,paraphrase_followup,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,You mentioned treating seeds with Pseudomonas fluorescens — what is the exact quantity required per kg of seed?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:52.414806
si_v2_paraph_69b4f872_54,paraphrase_yes_no,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Can root diseases significantly affect pea cultivation?,"Yes, root diseases in peas are among the most destructive problems affecting pea cultivation, causing significant yield losses and plant mortality.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:53.326092
si_v2_paraph_69b4f872_55,paraphrase_preventive,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,How can I prevent root diseases in peas before sowing?,"To prevent root diseases in peas, implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions. Select well-drained fields and avoid low-lying areas prone to waterlogging. Improve soil drainage through raised bed cultivation. Use certified disease-free seeds and treat them with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing. Practice deep summer plowing and maintain optimal plant spacing to ensure good air circulation. Remove and destroy infected plant debris immediately. Avoid excessive irrigation and use drip or furrow irrigation methods. Incorporate well-decomposed organic matter to improve soil health. Adjust sowing dates to avoid periods of high soil moisture and temperature favorable for pathogen development.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:55.055468
si_v2_paraph_69b4f872_56,paraphrase_comparison,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the difference between Fusarium oxysporum and Rhizoctonia solani in causing root rot in peas?,"Fusarium oxysporum and Rhizoctonia solani are both soil-borne fungal pathogens that cause root rot in peas. Fusarium root rot is characterized by a reddish-brown discoloration of the vascular tissue extending into the stem base, while Rhizoctonia solani causes darkened, water-soaked roots that turn brown to black, with root decay and rot. Both pathogens compromise the plant's ability to absorb water and nutrients, leading to stunted growth, wilting, and plant death.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:56.480442
si_v2_paraph_69b4f872_57,paraphrase_cause,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What causes root diseases in peas and how do these diseases affect the plants?,"Root diseases in peas are caused by soil-borne fungal pathogens such as Fusarium oxysporum and Rhizoctonia solani. These pathogens attack the root system, compromising the plant's ability to absorb water and nutrients, which leads to stunted growth, wilting, and plant death. The diseases manifest through symptoms like yellowing of lower leaves, stunted growth, wilting during hot periods, and darkened, water-soaked roots that turn brown to black. In cases of Fusarium root rot, a reddish-brown discoloration of the vascular tissue extending into the stem base is observed. Seedling damping-off may also occur in severe infections.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:57.996340
si_v2_paraph_69b4f872_58,paraphrase_quantity_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What is the recommended dosage of Pseudomonas fluorescens for seed treatment in pea cultivation?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:30:59.021570
si_v2_paraph_69b4f872_59,paraphrase_timing_focused,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,At what stage of pea growth should I apply seed treatment with Pseudomonas fluorescens to manage root diseases?,Treat the seed with 15 g of Talc based formulation of Pseudomonas fluorescens per kg seed before sowing.,What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:31:00.042348
si_v2_paraph_69b4f872_60,paraphrase_regional_hindi,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,Matar ki jameen mein kya root diseases hoti hain aur unka kya upay hai?,"Matar ki root diseases jameen me phailne wale kandey ke karan hoti hain, jaise ki Fusarium oxysporum aur Rhizoctonia solani. Ye kandey jameen me pani aur poushak nahi le sakte hain, jiske karan poudhon ki growth kam ho jati hai, jalane lagaati hai aur mar jate hain. Iske upay ke liye 3-4 saal tak kahi aur khadi jaye, achha draina kare, achha bij chune, aur Pseudomonas fluorescens se bij ko chhapat kare. KVK ya kheti kendra ke pradarshan kare.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:31:01.856286
si_v2_paraph_69b4f872_61,paraphrase_formal,69b4f872c38a976c56f2388b,69b4f1e2c38a976c56f23805,Pea,Punjab,General,Rabi,Disease,What are the common root diseases that affect pea plants and what are the recommended strategies for their management?,"Root diseases in peas are significant constraints in pea cultivation, leading to substantial yield losses and plant mortality. The primary root diseases include root rot, caused by Fusarium oxysporum and Rhizoctonia solani. These soil-borne fungal pathogens attack the root system, impairing the plant's ability to absorb water and nutrients, resulting in stunted growth, wilting, and plant death.

Description and Symptoms:
- Above-ground symptoms include yellowing of lower leaves (chlorosis), stunted plant growth, wilting during hot periods, and premature plant death.
- Below-ground symptoms include darkened, water-soaked roots that turn brown to black, root decay, reduced root mass, and absence of healthy white root tips.
- In cases of Fusarium root rot, a reddish-brown discoloration of the vascular tissue extending into the stem base is observed.
- Seedling damping-off may occur, where young plants collapse shortly after emergence.

Conditions Favoring Disease Development:
- Poor drainage
- Heavy clay soils
- Continuous pea cropping
- Soil temperatures between 15-28°C with high moisture levels

Integrated Disease Management Strategies:
1. Implement a crop rotation of at least 3-4 years with non-leguminous crops such as cereals, brassicas, or onions.
2. Select well-drained fields with good soil structure, avoiding low-lying areas prone to waterlogging.
3. Improve soil drainage through proper land preparation, including raised bed cultivation.
4. Use certified disease-free seeds and treat them before sowing.
5. Practice deep summer plowing to expose soil pathogens to solar heat and desiccation.
6. Maintain optimal plant spacing to ensure good air circulation and reduce humidity around the root zone.
7. Remove and destroy infected plant debris to prevent pathogen spread.
8. Avoid excessive irrigation and use drip or furrow irrigation instead of flood irrigation.
9. Incorporate well-decomposed organic matter to improve soil health and beneficial microbial populations.
10. Adjust sowing dates to avoid periods of high soil moisture and temperature favorable for pathogen development.
11. Treat seeds with 15 g of Talc-based formulation of Pseudomonas fluorescens per kg of seed before sowing.

Farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer for further guidance.",What are the typical root diseases affecting peas and what are the effective management strategies?,2026-04-09T11:31:05.324481
si_v2_paraph_69ab9f3b_1,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended composition of NP(S) 20-20-13 fertilizer and magnesium sulphate for foliar application in maize cultivation per acre?,"The fertilizer 20:20:13 is not a standard fertilizer formulation. It is likely that the farmer intended to refer to NP(S) 20-20-13, which provides 20% nitrogen, 20% phosphorus, and 13% sulphur. However, it does not contain potassium. This fertilizer is not intended for foliar application and should be applied as a soil amendment during sowing through broadcasting. The dosage should be determined based on the specific crop requirements and soil conditions. It is recommended to conduct a soil test to determine the appropriate quantity of fertilizer to be applied. It is also important to note that NP(S) 20-20-13 should not be used as a foliar spray, as this may lead to phytotoxic effects or reduced fertilizer efficiency. Magnesium sulphate may be applied as a foliar spray at a concentration of 1% (10 grams per liter of water) if sulphur deficiency symptoms are observed. Farmers are advised to consult local agricultural extension officers or Krishi Vigyan Kendras (KVKs) for customized nutrient management plans.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:08.472527
si_v2_paraph_69ab9f3b_2,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Maize ke khet mein 20:20:13 NPK aur magnesium sulphate ka kya spray karna chahiye?,"20:20:13 naam ke koi uthsak nahi hai. Shaayad aapko 20:20:0:13 ka pata chal gaya ho. Is uthsak mein 20% nitrōjēn, 20% fosforus, 13% sulphur hota hai. Iska 100 kg 20 kg nitrōjēn, 20 kg fosforus, 13 kg sulphur deta hai. Iska koi potassium nahi hota. Is uthsak ko seed-ka sath laga ke uthaana chahiye. Iska dosha khet ke hisab se hota hai. Agar khet me koi sulphur ke kam ke taur par tanda ho to 1% magnesium sulphate (10 gm 1 liter pani me) ka spray karna chahiye. Kisi bhi uthsak ko phal ki uthsak ke taur par uthana sahi nahi hai. Sooraj ke khet me uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai. Sooraj ke khet me uthsak ko uthane ke liye uthsak ke kisi bhi taur par uthane se phytotoxic effect ho sakti hai.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:12.728230
si_v2_paraph_69ab9f3b_3,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray composition for maize in Punjab?,NP(S) 20-20-13 is not recommended for foliar spray. Magnesium sulphate can be used at 1% (10g in 1L water) if sulphur deficiency occurs. Always follow soil test results and recommended application methods.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:13.833369
si_v2_paraph_69ab9f3b_4,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and stunted growth. What should I do?,"The yellowing and stunted growth in your maize crop could be due to nutrient deficiencies. If sulphur deficiency is suspected, you can apply magnesium sulphate at 1% concentration (10 grams in 1 liter of water). However, the NP(S) 20-20-0-13 fertilizer is not recommended for foliar application. It should be applied to the soil during sowing through broadcasting. Always conduct a soil test to determine the exact nutrient needs of your crop. Apply fertilizers as per the prescribed method and recommended quantity to avoid phytotoxic effects. For further guidance, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:15.512369
si_v2_paraph_69ab9f3b_5,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You said that NP(S) 20-20-0-13 should not be used as a foliar spray — what are the risks if I apply it this way?,"Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:16.739182
si_v2_paraph_69ab9f3b_6,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 be used as a foliar spray on maize?,"No, it is strictly advised to be applied as soil application and not as a foliar spray.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:18.758471
si_v2_paraph_69ab9f3b_7,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can I prevent nutrient deficiency in maize crops using NP(S) 20-20-13 and magnesium sulphate?,"To prevent nutrient deficiency in maize crops, NP(S) 20-20-13 should be applied as a soil fertilizer during sowing through broadcasting. It should be used according to the crop's needs and soil conditions, and not as a foliar spray. Magnesium sulphate can be used as a foliar spray at 1% concentration (10 gm in 1 liter water) when sulphur deficiency symptoms are observed. Farmers are advised to conduct a soil test before applying fertilizers and follow the recommended methods and quantities. Avoid using fertilizers as foliar sprays indiscriminately, as it may cause phytotoxic effects. For customized advice, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:20.551750
si_v2_paraph_69ab9f3b_9,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Why is NP(S) 20-20-0-13 not recommended for foliar spray in maize crops?,"NP(S) 20-20-0-13 is not recommended for foliar spray because it is strictly advised to be applied as a soil application. Applying soil-applied fertilizers through foliar spray may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:22.104378
si_v2_paraph_69ab9f3b_10,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer per acre for maize crop?,"100kg of this fertilizer is said to supply 20kg Nitrogen, 20kg phosphorus and 13kg sulphur to the field. It should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:23.339810
si_v2_paraph_69ab9f3b_11,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop?,"NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:24.925357
